utam_origen,porcentaje_Febrero,porcentaje_Marzo,porcentaje_Abril,porcentaje_Mayo,porcentaje_Junio,porcentaje_Julio
UTAM34,0,1.284796574,18.28358209,47.16981132,31.63265306,14.97584541
UTAM42,20.83333333,10.92077088,10.82089552,20.75471698,15.30612245,5.797101449
UTAM54,2.083333333,5.353319058,7.089552239,13.20754717,16.32653061,4.830917874
UTAM13,4.166666667,4.710920771,7.089552239,69.81132075,35.71428571,10.62801932
UTAM94,10.41666667,11.99143469,27.23880597,111.3207547,44.89795918,25.60386473
UTAM32,2.083333333,0.642398287,17.1641791,12.26415094,13.26530612,3.381642512
UTAM73,2.083333333,1.284796574,17.91044776,33.96226415,22.44897959,4.830917874
UTAM27,0,4.496788009,19.02985075,73.58490566,34.69387755,10.62801932
UTAM106,0,1.070663812,3.358208955,31.13207547,7.142857143,3.8647343
UTAM96,0,2.78372591,9.328358209,6.603773585,6.12244898,0
UTAM76,12.5,0.856531049,0.373134328,3.773584906,1.020408163,0.966183575
UTAM58,0,0,5.223880597,39.62264151,14.28571429,5.314009662
UTAM575,0,0.642398287,1.119402985,46.22641509,9.183673469,8.695652174
UTAM88,4.166666667,2.78372591,5.970149254,27.35849057,19.3877551,8.695652174
UTAM650,0,0,2.985074627,14.1509434,0,1.449275362
UTAM90,2.083333333,6.852248394,12.68656716,36.79245283,21.42857143,6.280193237
UTAM108,2.083333333,5.56745182,10.82089552,37.73584906,20.40816327,14.00966184
UTAM610,0,0,0.746268657,6.603773585,20.40816327,5.314009662
UTAM66,0,9.207708779,3.358208955,18.86792453,7.142857143,7.729468599
UTAM116,0,2.355460385,4.104477612,18.86792453,11.2244898,3.381642512
UTAM77,0,1.070663812,0.373134328,8.490566038,16.32653061,1.449275362
UTAM35,4.166666667,0.428265525,3.358208955,83.96226415,16.32653061,17.87439614
UTAM12,2.083333333,3.426124197,17.53731343,53.77358491,18.36734694,9.178743961
UTAM53,2.083333333,5.139186296,8.208955224,16.03773585,7.142857143,2.898550725
UPR3,0,0.856531049,1.119402985,5.660377358,5.102040816,9.661835749
UTAM690,0,0,0,13.20754717,6.12244898,1.449275362
UTAM501,0,0.642398287,0.373134328,1.886792453,0,0
UTAM51,0,0,0.746268657,24.52830189,14.28571429,12.56038647
UTAM571,0,1.498929336,18.28358209,52.83018868,22.44897959,1.93236715
UTAM2,4.166666667,1.284796574,2.23880597,8.490566038,5.102040816,7.246376812
UTAM56,0,0.642398287,19.02985075,18.86792453,24.48979592,9.178743961
UTAM9,4.166666667,10.92077088,15.29850746,28.30188679,18.36734694,9.178743961
UPR2,0,0.856531049,2.23880597,5.660377358,11.2244898,1.93236715
UTAM680,0,0,0.746268657,22.64150943,7.142857143,0
UTAM37,0,6.852248394,11.94029851,20.75471698,15.30612245,13.04347826
UTAM87,0,2.997858672,12.68656716,8.490566038,2.040816327,6.763285024
UTAM15,0,1.070663812,5.223880597,38.67924528,10.20408163,2.898550725
UTAM55,4.166666667,8.565310493,3.731343284,3.773584906,15.30612245,6.763285024
UTAM61,0,0.214132762,0.746268657,44.33962264,8.163265306,0.966183575
UTAM574,0,0,5.597014925,35.8490566,24.48979592,2.415458937
UTAM89,0,1.284796574,1.865671642,22.64150943,13.26530612,2.898550725
UTAM68,0,3.211991435,3.731343284,0,1.020408163,0
UTAM67,0,5.781584582,4.104477612,7.547169811,4.081632653,1.449275362
UTAM62,35.41666667,7.280513919,3.731343284,16.98113208,6.12244898,11.11111111
UTAM25,6.25,2.997858672,5.223880597,44.33962264,19.3877551,8.695652174
UTAM660,0,0,0.373134328,14.1509434,4.081632653,0.483091787
UTAM630,0,0,0.373134328,10.37735849,4.081632653,0.966183575
UTAM1,0,0.214132762,0.746268657,7.547169811,2.040816327,5.314009662
UTAM64,0,0,3.731343284,3.773584906,0,0.483091787
UTAM103,4.166666667,2.997858672,1.865671642,13.20754717,2.040816327,4.347826087
UTAM60,0,0,0,0.943396226,0,0.483091787
UTAM63,0,0,0,0,0,0
